scenario,detection_rate,estimated_true_value_usd
baseline_10_30,0.25759242404459975,118870560783.73534
baseline_10_30,0.19920096699519055,153714895874.79065
baseline_10_30,0.24234855783228967,126347588670.25368
baseline_10_30,0.17419497813566714,175780933684.4121
baseline_10_30,0.22902780532719097,133696237695.15286
baseline_10_30,0.11332706263782395,270192795852.1318
baseline_10_30,0.20733219296557434,147686451688.22156
baseline_10_30,0.19353647640735558,158213875070.1135
baseline_10_30,0.14711086547630356,208143401241.53223
baseline_10_30,0.1829912801561689,167331229519.19562
baseline_10_30,0.2257682211739567,135626509969.3999
baseline_10_30,0.2479124468999403,123511974823.0386
baseline_10_30,0.15327743023694637,199769501957.91162
baseline_10_30,0.25592509876110126,119644990069.56078
baseline_10_30,0.1741049441592466,175871834356.50357
baseline_10_30,0.20691547979329078,147983881778.26498
baseline_10_30,0.12836096299577288,238547259113.59586
baseline_10_30,0.24711797591147,123909059172.58319
baseline_10_30,0.24006445577030103,127549727432.87479
baseline_10_30,0.25664381096324995,119309933034.80818
baseline_10_30,0.17973158717752805,170366024028.81235
baseline_10_30,0.2342052214720809,130740705554.56633
baseline_10_30,0.17292649620175032,177070354008.0944
baseline_10_30,0.1565314924358849,195616584390.2964
baseline_10_30,0.24317100889049262,125920256857.64424
baseline_10_30,0.12166233069553296,251681483699.76602
baseline_10_30,0.11163198333473401,274295546716.2782
baseline_10_30,0.12263548757812517,249684300234.19357
baseline_10_30,0.17336564497453807,176621820916.82843
baseline_10_30,0.2711522272989928,112926071841.03725
baseline_10_30,0.10978040137828533,278921879637.7986
baseline_10_30,0.2513039269751046,121845115069.99532
baseline_10_30,0.20082802772135677,152469534493.00375
baseline_10_30,0.20285558312672783,150945591084.34454
baseline_10_30,0.20222305573584665,151417729241.61932
baseline_10_30,0.14026713499963628,218298861667.79355
baseline_10_30,0.24440326193097597,125285381454.81473
baseline_10_30,0.18148139171415165,168723391476.14993
baseline_10_30,0.2995316246404254,102226788028.08044
baseline_10_30,0.15015501263300507,203923634402.1512
baseline_10_30,0.15030547956714585,203719491717.8279
baseline_10_30,0.17330351383659082,176685141702.8699
baseline_10_30,0.2502481499155609,122359169928.54982
baseline_10_30,0.13390347748650638,228673343475.40714
baseline_10_30,0.17949686553861338,170588805592.46484
baseline_10_30,0.15452340357333855,198158694357.84625
baseline_10_30,0.19391905457891284,157901738776.07706
baseline_10_30,0.23779183029842382,128768746434.20534
baseline_10_30,0.2814823293390352,108781805137.55255
baseline_10_30,0.17356361262128983,176420365060.24744
baseline_10_30,0.20697775504950972,147939356538.5753
baseline_10_30,0.2926908029108564,104616050778.84587
baseline_10_30,0.21271117491640543,143951797134.5742
baseline_10_30,0.28937608873263637,105814395494.5574
baseline_10_30,0.21225891568009628,144258514662.2164
baseline_10_30,0.25731329485771975,118999509592.98314
baseline_10_30,0.22805583118320905,134266051172.46297
baseline_10_30,0.1202527289502876,254631692495.57468
baseline_10_30,0.12325769373122362,248423891222.51303
baseline_10_30,0.2187929028393042,139950407451.34573
baseline_10_30,0.14975999300596893,204461520631.90137
baseline_10_30,0.18005366849716903,170061272038.4798
baseline_10_30,0.20100190050616623,152337643687.5231
baseline_10_30,0.19575419694695806,156421452910.76553
baseline_10_30,0.2868641040843636,106740981056.37599
baseline_10_30,0.29550170290237865,103620911822.42336
baseline_10_30,0.20878639845475447,146657809734.9523
baseline_10_30,0.19704845951596411,155394038476.82755
baseline_10_30,0.29226603150904873,104768096866.14336
baseline_10_30,0.2095129316064331,146149240837.04208
baseline_10_30,0.19708197638422392,155367611293.5227
baseline_10_30,0.1579282159736563,193886543395.96295
baseline_10_30,0.22348929177474244,137009499008.50618
baseline_10_30,0.18846397004514157,162472200349.43057
baseline_10_30,0.11668027508666516,262427868610.01114
baseline_10_30,0.2758604567354385,110998713850.42078
baseline_10_30,0.1687755263508235,181425331989.0412
baseline_10_30,0.27879151629326615,109831734863.88802
baseline_10_30,0.20656485276143655,148235072377.90735
baseline_10_30,0.22903282474693162,133693307645.56071
baseline_10_30,0.17749072430880572,172516935851.52713
baseline_10_30,0.18134374983046533,168851454370.2195
baseline_10_30,0.20273081549416025,151038488279.08133
baseline_10_30,0.1205744042329968,253952371522.0125
baseline_10_30,0.2901247115041925,105541357511.63286
baseline_10_30,0.1445739841077914,211795753494.58145
baseline_10_30,0.27379101000096756,111837696569.05504
baseline_10_30,0.25055383591669034,122209886700.7751
baseline_10_30,0.1403976488803488,218095930694.1013
baseline_10_30,0.1985842674020811,154192254504.35876
baseline_10_30,0.21526101081245858,142246641805.93512
baseline_10_30,0.21408004801498873,143031338902.16367
baseline_10_30,0.28408252532008965,107786129630.19144
baseline_10_30,0.2931902301039864,104437845316.20717
baseline_10_30,0.28216320963171737,108519306750.83083
baseline_10_30,0.27030676053487646,113279282542.66708
baseline_10_30,0.13116731665406364,233443487912.31213
baseline_10_30,0.23678409534114964,129316776347.27515
baseline_10_30,0.25425421098219486,120431263582.75977
baseline_10_30,0.258380157462133,118508155581.99693
baseline_10_30,0.16616186874895758,184279077566.7382
baseline_10_30,0.23278005503116325,131541148985.99913
baseline_10_30,0.1708042005771423,179270508549.31393
baseline_10_30,0.257229288309468,119038372733.7641
baseline_10_30,0.24584220436089532,124552071843.90953
baseline_10_30,0.23934567358964323,127932773718.40613
baseline_10_30,0.17271105323830444,177291234843.97977
baseline_10_30,0.28561776142584433,107206763847.46931
baseline_10_30,0.28870733790173236,106059499984.87929
baseline_10_30,0.20621306461316774,148487953259.7183
baseline_10_30,0.2952506234072153,103709030472.02518
baseline_10_30,0.13689163325757187,223681719409.46313
baseline_10_30,0.10133739699012181,302160473914.7594
baseline_10_30,0.17995228011321582,170157087648.78583
baseline_10_30,0.2882687586158033,106220861555.91014
baseline_10_30,0.17278191354772354,177218525198.04294
baseline_10_30,0.10702014370724669,286115817444.46796
baseline_10_30,0.25448147756835404,120323711542.41946
baseline_10_30,0.20388001197620614,150187139989.95084
baseline_10_30,0.2768932937429854,110584678617.19035
baseline_10_30,0.29676918681383285,103178352943.46695
baseline_10_30,0.17770921873496737,172304825364.6859
baseline_10_30,0.2535329882444995,120773853185.1097
baseline_10_30,0.26703506168048097,114667174067.43263
baseline_10_30,0.2127863977240294,143900908269.22
baseline_10_30,0.23135179265991915,132353225137.24422
baseline_10_30,0.26977631465355933,113502017177.24937
baseline_10_30,0.14368378214045277,213107947491.88687
baseline_10_30,0.17189663273206052,178131214167.24728
baseline_10_30,0.23311778037932623,131350581023.88673
baseline_10_30,0.2863101452938946,106947505714.09906
