iteration,detection_rate,estimated_true_value_usd
96,0.13358656481730447,229215834254.73984
97,0.2465794637576933,124179667816.59029
98,0.2325767661475146,131656125446.34883
99,0.2500618278948959,122450340212.23483
100,0.1727995119292581,177200476771.94144
101,0.26365697871588106,116136337634.4377
102,0.288699312301046,106062448350.73816
103,0.2682776685867654,114136059334.06366
104,0.16180377083649072,189242535829.19418
105,0.2538142523700719,120640017705.45903
106,0.29619847200954513,103377156850.54773
107,0.10677422462308213,286774790525.6523
108,0.20686984730678873,148016524875.24448
109,0.2703058869979328,113279648622.88586
110,0.14787732508459722,207064577901.35324
111,0.299496507854286,102238774399.06892
112,0.18236032788507317,167910182301.93524
113,0.16232156759636543,188638862680.06287
114,0.17254764222593036,177459138269.3593
115,0.20254946493731824,151173719018.70566
116,0.1636227001715056,187138800837.09637
117,0.2814435237261724,108796804042.34453
118,0.29710262228464074,103062556851.10553
119,0.1975597551424066,154991870068.63547
120,0.24233051483486204,126356996025.40628
121,0.10904371649407721,280806238858.21497
122,0.110524445921964,277044192752.09705
123,0.2988240146665522,102468859251.46056
124,0.23589965996469056,129801611008.70828
125,0.25954617050043566,117975756840.42667
126,0.19187966896338016,159579991279.15482
127,0.28225121854756396,108485469282.97253
128,0.11775686139426873,260028634741.73413
129,0.17729714740222371,172705293618.49887
130,0.20282870884277396,150965590988.20197
131,0.22226078911406744,137766791982.85675
132,0.251478446156328,121760557884.10883
133,0.2874249790509431,106532688985.24025
134,0.2518370992987529,121587152905.92989
135,0.1857366135850601,164857942162.27853
136,0.12651445434930206,242028913275.6493
137,0.29562604023812117,103577329910.31293
138,0.10936822819248909,279973045242.4589
139,0.11474979433798337,266842795461.88025
140,0.12105773833438067,252938443433.04672
141,0.23773005520257093,128802207502.67245
142,0.1352178683489761,226450514815.0798
143,0.2524801614462293,121277472750.44614
144,0.24953092191785622,122710867512.85779
145,0.1509990442888299,202783772864.50436
146,0.11361360997309738,269511336776.2355
147,0.15656086728898383,195579881678.24783
148,0.2513806714313415,121807916756.1873
149,0.11533952899769138,265478419809.01627
150,0.20115858450518298,152218986702.1776
151,0.1992895917255335,153646538360.08728
152,0.21930014845655912,139626699367.64236
153,0.11784581011361495,259832367992.56995
154,0.23070136924765458,132726372624.83269
155,0.2962317949855517,103365528002.54536
156,0.2760290361564692,110930923522.35744
157,0.17514622445351463,174826240162.26044
158,0.11947205548614473,256295547734.7953
159,0.24348159431973906,125759632818.95161
160,0.15151034264410895,202099443281.8933
161,0.19576712707219263,156411121508.31937
162,0.1548272018943421,197769871993.93597
163,0.20993054669744016,145858505975.09396
164,0.29924336019724895,102325264225.21043
165,0.13607871303736646,225017970969.60486
166,0.260984488177974,117325577905.39037
167,0.18603665239634776,164592060249.43744
168,0.10788062141321855,283833699683.07806
169,0.1588266069093055,192789838526.9182
170,0.1534099781107126,199596898956.1124
171,0.25427400616567003,120421888031.5789
172,0.26772788570816486,114370439294.47316
173,0.2858093228368566,107134909372.08395
174,0.11219299439543302,272923956302.47797
175,0.14154946343474845,216321243166.97687
176,0.15026758648120214,203770863809.367
177,0.21547098237093404,142108025697.4492
178,0.10949207834464336,279656358366.325
179,0.1677396554473719,182545718352.39255
180,0.24649076095720215,124224355431.88515
181,0.2389748491878593,128131290819.44797
182,0.15427269127265647,198480726868.93277
183,0.2581048870082887,118634545260.81868
184,0.12023438116318037,254670549335.35263
185,0.2024496292588787,151248268578.78986
186,0.14794374410519923,206971616711.62024
187,0.2985338938409367,102568440406.76398
188,0.21966932597457875,139392041942.92853
189,0.12442579266673318,246091708508.03836
190,0.26836540091923083,114098746689.92438
191,0.177271738675939,172730047826.73447
192,0.13587369883561234,225357491274.81476
193,0.2403952227299846,127374227957.16837
194,0.22835242404642855,134091661289.29568
195,0.19263830698576453,158951541772.4579
196,0.12432267235279706,246295831004.42752
197,0.15220833410914966,201172662975.6383
198,0.2905047896640401,105403273850.44011
199,0.13029888310394266,234999373520.31528
200,0.23596700840511275,129764563727.71417
201,0.2355903931467185,129972005610.40712
202,0.14011964068435798,218528649875.7169
203,0.13522825580002065,226433120198.67554
204,0.18899380109278432,162016720774.8296
205,0.26006648628387313,117739722396.98804
206,0.18995154303822165,161199827124.65778
207,0.1046335993868422,292641714317.952
208,0.12505399565057806,244855478151.86325
209,0.193052945410576,158610146220.25995
210,0.2429139041147053,126053533293.6904
211,0.24445224394831425,125260277448.29166
212,0.24740040304178582,123767607179.89449
213,0.22035074854817244,138960979717.88477
214,0.10246162519450629,298845112418.3914
215,0.2233307295625595,137106774154.18547
216,0.2718227265750657,112647519527.28043
217,0.11101952854654354,275808736541.21313
218,0.23900223465310216,128116609220.27232
219,0.15937313049603205,192128722103.41428
220,0.2691885642972951,113749839187.09879
221,0.2798210521889874,109427634769.74875
222,0.10173407032373323,300982314011.2781
223,0.17538521638178073,174588009933.34
224,0.2600042760215034,117767893545.30043
225,0.12617488551589998,242680274878.98697
226,0.2261349353828511,135406569745.54933
227,0.16009608559145203,191261115390.18298
228,0.18674491642708996,163967814951.3549
229,0.21658895249426116,141374504780.59192
230,0.18465964408043084,165819424446.0166
231,0.21498553297221143,142428913594.76367
232,0.2771576295255174,110479209799.28923
233,0.26546634031516675,115344777283.14061
234,0.22567009260489068,135685484710.78938
235,0.22396481615605987,136718599043.19539
236,0.12621201303222632,242608886144.65668
237,0.2235781453688657,136955049203.51361
238,0.28877801188200347,106033543552.25255
239,0.12686824853822476,241353973532.61026
240,0.15706503135461167,194952088544.0823
241,0.19995666808557447,153133957436.81308
242,0.11012852779600402,278040181891.3116
243,0.26708725364806685,114644766762.88945
244,0.21694874723189153,141140044782.53168
245,0.1719232502275907,178103635542.53766
246,0.1696671627049903,180471904001.0369
247,0.16163242664883415,189443149092.53503
248,0.21011191882024158,145732598473.00705
249,0.16214657177239708,188842450167.8914
250,0.222508523494395,137613406529.09705
251,0.16475874702172286,185848438722.26193
252,0.2734461028483528,111978761375.16058
253,0.17706155553772282,172935089194.44525
254,0.20003383447465625,153074883457.7923
255,0.27538859972904334,111188901537.50261
256,0.1849265130706926,165580129054.38837
257,0.22738115706239348,134664438757.43466
258,0.2713038808799459,112862948368.11781
259,0.11110846639332611,275587962769.8881
260,0.1160475367613191,263858731984.99127
261,0.18441586295503196,166038622758.22635
262,0.23293651466403234,131452794955.68655
263,0.25671737197233535,119275745402.70317
264,0.20984873129435033,145915372997.2905
265,0.21828845400059604,140273822726.96707
266,0.27935474847275105,109610293246.22375
267,0.14891912785047703,205616003409.3648
268,0.1483263899643385,206437680490.8769
269,0.2778203145573603,110215683646.49344
270,0.14997423637049762,204169440304.26016
271,0.25438972306010504,120367110477.13452
272,0.2688123447962927,113909039121.7986
273,0.24009623905967883,127532842745.66377
274,0.21430261146525115,142882794056.79727
275,0.23731085296276044,129029732595.61934
276,0.22205239696460607,137896083619.86743
277,0.14042081649836666,218059947687.1685
278,0.2340241976251443,130841836914.95923
279,0.2321590984977409,131892982432.99854
280,0.2317798366101462,132108799227.97786
281,0.17823288073988744,171798580445.4919
282,0.15059094480532792,203333314226.87225
283,0.2726296285239173,112314116648.3197
284,0.23302837083674652,131400978300.94254
285,0.10304870968483303,297142545437.71423
286,0.1858131969334031,164789995571.7237
287,0.29303688406532413,104492497582.65051
288,0.2143389178481397,142858591464.5602
289,0.2266499997136165,135098856997.63249
290,0.17405168807098806,175925647370.53683
291,0.2297612125417865,133269473820.58429
292,0.18077380748645958,169383808006.12857
293,0.268155156141324,114188204845.4283
294,0.1067003683930548,286973291291.99524
295,0.13693387069008864,223612724488.91364
296,0.16345621364944088,187329408996.91553
297,0.28182327161347337,108650203812.19446
298,0.14342367675478615,213494428483.90442
299,0.14550798740915158,210436254703.4823
300,0.15087920038387137,202944844762.68832
301,0.19600478951494943,156221467728.40924
302,0.2623819795357191,116700681784.64548
303,0.1586385407785081,193018391051.48682
304,0.13318722524490811,229903099516.62543
305,0.28922134917336334,105871008441.59732
306,0.18543363665328094,165127300809.3785
307,0.2765874186263502,110706973049.95262
308,0.13477353603913544,227197095214.092
309,0.20378181902668194,150259508164.53406
310,0.27395012310432826,111772740062.47577
311,0.16942375588867692,180731183411.74582
312,0.25167176905948485,121667026914.67145
313,0.22612768925352716,135410908769.74812
314,0.24578367666368597,124581731038.7211
315,0.29272053094093486,104605426211.12508
316,0.23712038616379455,129133375646.03987
317,0.10522475014955904,290997658405.4796
318,0.12515180682977434,244664113730.8663
319,0.12027453152255459,254585534545.0358
320,0.15289446081769742,200269883788.22327
321,0.20142727600130966,152015936012.679
322,0.14570585210966497,210150487825.13672
323,0.1661509480968237,184291189731.75864
324,0.2483082504972655,123315096612.79066
325,0.15147541376649315,202146045608.60156
326,0.22191460989743061,137981703475.83704
327,0.10531598836803642,290745558906.19727
328,0.16365711183846182,187099451749.13647
329,0.19780341004913382,154800950561.05127
330,0.26381812040192154,116065400864.70987
331,0.2472883819598944,123823673628.10172
332,0.21900163564149744,139817019220.5691
333,0.17345182078153418,176534070163.43738
334,0.15284847760456138,200330133343.17657
335,0.13470438727011147,227313723928.1099
336,0.25969353648592525,117908810185.12701
337,0.2613312030924804,117169919004.99304
338,0.251357260981193,121819261477.84677
339,0.2658103515614183,115195498294.0091
340,0.2505120850889538,122230254436.42958
341,0.13650311333180018,224318370126.8003
342,0.1119244809141887,273578717093.1752
343,0.12383566171817113,247264442850.9582
344,0.1445809205436181,211785592349.8954
345,0.26935712195873074,113678657082.3056
346,0.1573109933684873,194647273176.25073
347,0.10392932989612425,294624779457.615
348,0.21496971096041875,142439396522.52335
349,0.18452098131914704,165944033469.358
350,0.12852962876034754,238234220351.76602
351,0.21513528128382534,142329773699.1197
352,0.14308587450530824,213998453765.5208
353,0.25540067582604253,119890661216.10106
354,0.2485958639810845,123172426964.24422
355,0.19982355474211352,153235968298.83646
356,0.10631863949069383,288003646834.69763
357,0.11662798309116909,262545532283.51108
358,0.1364054357907733,224479000578.76227
359,0.29876159226414783,102490268805.20418
360,0.19256399620324782,159012881450.0936
361,0.13513603838633187,226587639133.57657
362,0.26431602105707225,115846764707.50777
363,0.14853776218035403,206143915529.33478
364,0.21776166137523992,140613162603.7682
365,0.11166632254850346,274211196366.0586
366,0.13358058582996837,229226093818.7455
367,0.27651478432332194,110736053317.2068
368,0.2780606333547899,110120427801.63599
369,0.16012320748773629,191228719310.83752
370,0.19474742486369923,157230093908.8355
371,0.1123777106222949,272475348805.94467
372,0.1110947662702634,275621948070.28796
373,0.2083551480498052,146961359901.2388
374,0.16750851650174547,182797606589.1805
375,0.20521007483927003,149213706606.78543
376,0.29823464571145636,102671357403.08484
377,0.14352259590754296,213347283096.4455
378,0.17182820556405587,178202151383.16406
379,0.1650591285178143,185510223971.1546
380,0.260082602917276,117732426376.71777
381,0.24968143712963467,122636893842.95447
382,0.14003861932410377,218655082773.67676
383,0.14750210249030446,207591318244.67404
384,0.25545670203936405,119864367054.67595
385,0.24176058140376314,126654873685.48618
386,0.20118448713433887,152199388411.97543
387,0.19903550566584044,153842681472.2762
388,0.26038637900393447,117595075506.46742
389,0.1839650411210299,166445514393.56586
390,0.14799357212839256,206901931343.73868
391,0.14849787038349757,206199293099.26392
392,0.29805570710617785,102732996449.26897
393,0.26918724414997663,113750397038.73715
394,0.1583055121821141,193424445414.11798
395,0.2345567559330766,130544762089.73413
396,0.2961031947002369,103410420582.66866
397,0.11519296701577915,265816192542.63123
398,0.2569096166630043,119186491722.45137
399,0.13034188689430062,234921840011.83295
400,0.21920153502256928,139689514020.37686
401,0.18526389489589803,165278593095.69815
402,0.11082592311563483,276290555846.52795
403,0.1368174465817132,223803006596.3529
404,0.1695646837235981,180580974925.9831
405,0.2619871369069754,116876562190.51591
406,0.29420756977591245,104076709933.55342
407,0.17709708918633188,172900390630.3986
408,0.11386817469194627,268908814799.7602
409,0.18833510719874708,162583367250.3255
410,0.15738348721720666,194557614913.97195
411,0.17029873556937816,179802602746.56558
412,0.18598357892766718,164639029296.94736
413,0.14951803844724482,204792386375.68924
414,0.10053394995846901,304575279420.26184
415,0.10847099792063356,282288874324.062
416,0.11838381463710312,258651539432.87903
417,0.11678004188366072,262203672870.12885
418,0.2284767470924287,134018696823.60342
419,0.20318458730533953,150701174266.76804
420,0.24643346979904598,124253235263.83208
421,0.12179869109796884,251399712294.0671
422,0.10151944739250476,301618622700.3046
423,0.1283323042045498,238600530783.09595
424,0.14132714322452825,216661535789.88492
425,0.11492521715770072,266435484370.72998
426,0.2687860573484203,113920179498.48944
427,0.22230269121453725,137740824155.26306
428,0.18045938137671882,169678936424.4914
429,0.1882416786497351,162664061006.37698
430,0.21399034296398814,143091297839.4371
431,0.1338113076421109,228830854726.56305
432,0.12448006928103515,245984405991.0752
433,0.11403742862368052,268509701326.8227
434,0.1940963826748841,157757478412.73672
435,0.22971479458026242,133296403289.01248
436,0.2930575069437556,104485144295.24586
437,0.10448164224102977,293067329753.3491
438,0.27845181251769824,109965726647.50429
439,0.2603175782472279,117626155352.22462
440,0.20022652905496344,152927566813.17636
441,0.21692331577185173,141156591631.8002
442,0.26998763434015194,113413178994.87799
443,0.12647166871228102,242110792176.57187
444,0.2043949023846702,149808804146.18332
445,0.19537023188118058,156728871153.9522
446,0.1746944353164502,175278370168.78323
447,0.2219584653874827,137954440468.70822
448,0.2846091081922664,107586704073.91884
449,0.18817384679411886,162722697237.11847
450,0.1317836966323343,232351623776.7335
451,0.21905085644950997,139785602284.92462
452,0.2768211774676973,110613487667.1292
453,0.2397542053112685,127714781311.4257
454,0.15405044324075629,198767074314.54056
455,0.23937312400224134,127918102867.45729
456,0.25580202741603664,119702553608.0786
457,0.26290058642698066,116470473938.3604
458,0.12077532288541333,253529903032.21515
459,0.11451371052916899,267392924029.16013
460,0.2526822580594262,121180474383.0571
461,0.200632612653905,152618038985.7339
462,0.15780222870354957,194041339918.8864
463,0.2298892454180295,133195251670.6198
464,0.11786480336250973,259790497470.62094
465,0.13779004139690393,222223286889.23187
466,0.16405616533807363,186644347298.52295
467,0.21963688778048276,139412628767.65396
468,0.2280929842345789,134244181172.76447
469,0.23575872836385764,129879203677.09898
470,0.18902718119190404,161988110422.7923
471,0.20917072460718394,146388343575.93304
472,0.13813262535174334,221672148935.50034
473,0.10482867334787012,292097142145.56024
474,0.2932491031770992,104416878237.92311
475,0.12863202517413408,238044576056.1699
476,0.1521615068526879,201234573271.33075
477,0.21574348973602625,141928527888.7846
478,0.1145205346426598,267376990470.46774
479,0.10106513258662149,302974479092.27466
480,0.2095304910773821,146136992961.635
481,0.18277321697470142,167530869164.82742
482,0.19149991023922894,159896450403.4047
483,0.2483669479061267,123285953134.942
484,0.17929042114676624,170785230487.90103
485,0.23991717139073257,127628029800.1467
486,0.167774502440927,182507803357.09595
487,0.10937971316611371,279943647807.16547
488,0.1437078353894293,213072278326.6948
489,0.14760299015998726,207449428135.79895
490,0.24631608621817883,124312448975.4233
491,0.21091756282639376,145175942152.46442
492,0.15809158704461074,193686181992.61188
493,0.2557731423964505,119716071878.89111
494,0.2806729870157608,109095485908.3175
495,0.23165768067660808,132178461816.5489
496,0.11614775678723453,263631057084.59702
497,0.2790977620065564,109711219752.10968
498,0.21533412790409914,142198341702.06528
499,0.2775706383147577,110314823231.054
500,0.13438548304277093,227853152040.81848
501,0.25775916518776526,118793664921.74194
502,0.2070528642388385,147885690991.95132
503,0.2389031649901874,128169737312.10718
504,0.20758970141611638,147503251321.91794
505,0.13775753358448295,222275726801.1394
506,0.29278169472824833,104583573533.32516
507,0.25308194412604,120989097051.40344
508,0.1239892807661472,246958089526.90967
509,0.1571177557008128,194886668048.71448
510,0.2368297276949259,129291859589.80164
511,0.18969940168367794,161414087909.89313
512,0.2714925943553203,112784497759.62837
513,0.2799897160397093,109361716326.32622
514,0.14271154948396633,214559760653.87405
515,0.21516824190872644,142307970861.29593
516,0.22450330412347236,136390669257.06734
517,0.11527405139914858,265629216013.21875
518,0.1798546557366404,170249448224.79407
519,0.24071165216551887,127206787142.8517
520,0.1720135357541797,178010153477.58344
521,0.24288698467916534,126067503947.44348
522,0.24526449812691548,124845446991.59232
523,0.21911879511563362,139742261195.186
524,0.21414138132684138,142990372575.80844
525,0.2429646976443013,126027180889.67404
526,0.20002621810318766,153080712069.5912
527,0.11759814007479537,260379593421.6998
528,0.19157855028914822,159830815368.46646
529,0.18159135562479825,168621219850.8518
530,0.1466778650948461,208757850954.69894
531,0.28475497567747193,107531592123.97845
532,0.20488013067669256,149454004147.15134
533,0.22673983338766673,135045331216.55222
534,0.2422254044521839,126411826905.9092
535,0.25292990173793634,121061826574.97421
536,0.2428199694440181,126102296981.31465
537,0.21776364297779194,140611883054.07822
538,0.197736640726918,154853221877.63342
539,0.10295926675721292,297400679552.51044
540,0.23325394411066463,131273904141.55629
541,0.25038276912476515,122293383074.47733
542,0.10077468384827813,303847699943.407
543,0.2978256485827901,102812353622.09401
544,0.24426392253354393,125356850009.71996
545,0.17741187213591875,172593612429.52563
546,0.13950690850706693,219488455643.55838
547,0.29080677560344476,105293818674.90645
548,0.17249265224928428,177515711542.14407
549,0.24105755309069926,127024254196.6827
550,0.14972494300535527,204509384242.86536
551,0.27911721198058564,109703574647.1742
552,0.2890349349751005,105939290357.62114
553,0.10708115230811405,285952805323.92145
554,0.2154007295990006,142154374113.89987
555,0.21864071809449542,140047819851.14703
556,0.28545138099232137,107269251223.72066
557,0.171222181592197,178832880267.53394
558,0.14855974147843704,206113416697.536
559,0.18634047560020614,164323697260.05704
560,0.11485292318796236,266603191715.9997
561,0.2154183669175453,142142735264.27603
562,0.17453425375039197,175439234659.42886
563,0.27361930027306225,111907880289.38565
564,0.2905179459632809,105398500592.77734
565,0.14058063006577096,217812054800.8471
566,0.1795929423695464,170497545704.3104
567,0.25888214755871597,118278360205.88669
568,0.12579994816586057,243403565313.4949
569,0.2834078425547885,108042726072.06985
570,0.24067912314404954,127223979794.44508
571,0.22808074027361772,134251387745.80334
572,0.28705192230980564,106671140375.69829
573,0.10827596015831764,282797361991.07825
574,0.17857607140210427,171468414885.63794
575,0.10875879560264712,281541881097.0912
576,0.29199679462249245,104864698735.51364
577,0.19235702491178067,159183975286.92505
578,0.11621379358809883,263481252564.14532
579,0.1710687818017911,178993242234.58475
580,0.23298168727940763,131427307688.35718
581,0.2999866478711315,102071729249.02028
582,0.1046156866079141,292691821777.9677
583,0.17665908456747115,173329076026.81824
584,0.1310946795057053,233572834651.08676
585,0.20582430215802008,148768418397.52686
586,0.18023075547174336,169894177160.146
587,0.29316907976338197,104445379862.49089
588,0.29961717855703723,102197597772.23271
589,0.2671662869850515,114610852459.6016
590,0.2872638906436794,106592429111.82455
591,0.22974588195669457,133278366685.13168
592,0.18002370663274875,170089575826.19342
593,0.12031098685633781,254508392790.31558
594,0.19667774967333929,155686934341.48053
595,0.29733570022967637,102981767329.5566
596,0.23867062371228998,128294615497.94652
597,0.10016070949311316,305710253599.2788
598,0.2509428709337718,122020425548.98685
599,0.13058601520357524,234482657672.71063
600,0.21125772179078017,144942185498.6588
601,0.10837485702396332,282539296850.4931
602,0.2758097707327925,111019112261.57559
603,0.241435425682796,126825447480.32486
604,0.1950072634377979,157020591746.2676
605,0.12440010602938041,246142522519.96915
606,0.23094190256816993,132588133895.64413
607,0.24750751286344835,123714046275.09903
608,0.26263429069688843,116588568151.45537
609,0.2624602421206539,116665883001.61336
610,0.22814258621083203,134214994264.71172
611,0.25031621666302434,122325897650.66707
612,0.2813469337194309,108834155378.99132
613,0.14617175601399987,209480659840.26776
614,0.19038221513007408,160835169813.01447
615,0.24362848519227293,125683808589.36804
616,0.17385018199542498,176129559074.19824
617,0.1724265303550478,177583785028.7458
618,0.25515162736529257,120007684121.03993
619,0.2917249436553404,104962419449.46478
620,0.29970237506487063,102168546022.35161
621,0.2165034280436638,141430351364.45013
622,0.2328817080092263,131483731210.91249
623,0.18733903954125006,163447810850.3438
624,0.20333966262134956,150586243259.5989
625,0.2700606214006441,113382527748.82451
626,0.12270349512881994,249545914463.7798
627,0.16517645247681065,185378457042.00558
628,0.15889800732055764,192703208908.40897
629,0.2769117687445441,110577300627.73512
630,0.11119883750325495,275363992891.8054
631,0.24264081813451427,126195403292.97867
632,0.1466016057830006,208866442739.70102
633,0.22792845788233213,134341083093.84933
634,0.19859818387932968,154181449707.65918
635,0.2632563365746274,116313082139.78423
636,0.25394243015849843,120579124491.76657
637,0.11719774157288752,261269163457.21606
638,0.18265511299902445,167639193872.37115
639,0.14722485086435216,207982251094.5225
640,0.17400606588489104,175971772846.5814
641,0.11933880076936047,256581729516.4647
642,0.29679585865392016,103169080723.35355
643,0.16514484752668518,185413934242.6382
644,0.2754100496878011,111180241732.40471
645,0.16854026677463496,181678577385.70758
646,0.11748078875901105,260639686056.53986
647,0.15260228452159008,200653325707.52698
648,0.1914418293246673,159944960867.95337
649,0.1620706334094853,188930932493.23508
650,0.1825670068537366,167720095911.71436
651,0.22668322602282207,135079054754.32283
652,0.2879859541832763,106325171262.81941
653,0.142318568231034,215152219983.8031
654,0.2331705866606,131320833979.77469
655,0.287686161458963,106435970866.78476
656,0.2820025912832007,108581115373.76999
657,0.2346463860859223,130494896642.52019
658,0.15810924426184683,193664551638.18802
659,0.16708458095945772,183261410023.54462
660,0.28434487200796804,107686682315.00677
661,0.1906192086642602,160635206254.34424
662,0.13267697407261866,230787264435.6801
663,0.23088956975469055,132618185968.10507
664,0.18302308270681764,167302153624.37842
665,0.24136952028066586,126860076882.19302
666,0.24605167546040152,124446036965.72345
667,0.22815368428909558,134208465645.57005
668,0.2808366181393935,109031920775.46304
669,0.13120141616832703,233382815476.1583
670,0.19118142442803993,160162819120.26785
671,0.12199926426617838,250986398024.63205
672,0.2189007245050514,139881473526.67496
673,0.12483969320134254,245275802227.7327
674,0.13512692038096502,226602928665.10632
675,0.11327946763679023,270306318864.43195
676,0.252985314018207,121035309969.09816
677,0.2647764293439728,115645323776.32631
678,0.1427075662752933,214565749378.3813
679,0.1291922485483758,237012330413.598
680,0.21475006664205867,142585082177.69455
681,0.1243141030329366,246312808866.99246
682,0.2905377482143224,105391316921.87413
683,0.25122328281908757,121884228070.82611
684,0.14418251552486386,212370798139.82687
685,0.19740665885185477,155112072094.80423
686,0.28725876121946403,106594332475.13623
687,0.2599550371491931,117790200319.33382
688,0.14134421193274171,216635371771.67072
689,0.16512390590251197,185437449123.21326
690,0.12173231318023847,251536794955.06433
691,0.2452334565825455,124861249874.02191
692,0.2130057024448199,143752751914.0273
693,0.10092681520074437,303389697167.3935
694,0.10075448315098544,303908619668.4424
695,0.16146099694423582,189644288585.6742
696,0.14073063939569197,217579881902.8222
697,0.11725846743151401,261133857285.89136
698,0.29281295603889,104572407976.9083
699,0.1919240556783552,159543084849.87167
700,0.17511789199276556,174854525436.43167
701,0.1531640588723181,199917370467.10904
702,0.10379516881297875,295005598526.4173
703,0.20789850270788426,147284157899.14246
704,0.2659249614642121,115145850661.12401
705,0.14819859706074184,206615693448.6573
706,0.1298498533935761,235812017492.33667
707,0.18726765602248058,163510114614.49338
708,0.25063502183106284,122170300367.92871
709,0.10210104559888905,299900512479.73206
710,0.17851904619641104,171523187873.9385
711,0.12494837147460867,245062464908.1223
712,0.1439560069679413,212704954414.59668
713,0.13753997145852298,222627324806.8634
714,0.26490033176116057,115591232733.6421
715,0.29112909913435464,105177242642.07704
716,0.2324076150792166,131751947497.01459
717,0.11862726524859064,258120726593.9826
718,0.18312749249100196,167206766626.41385
719,0.23567952993396754,129922848659.79851
720,0.10445589088256109,293139579214.82196
721,0.27442350803846643,111579930300.76431
722,0.10074059597455023,303950513728.93195
723,0.19687021181090777,155534733356.3786
724,0.10141725359561059,301922550791.1859
725,0.2898270354916212,105649757096.96529
726,0.17647758977615116,173507332793.14804
727,0.21268207135781791,143971495595.92044
728,0.16008233595122778,191277543008.56998
729,0.16092131333296483,190280300760.82382
730,0.19752587731781784,155018452850.8925
731,0.19908170519916205,153806980250.60016
732,0.2775913338900202,110306598807.42104
733,0.23836359761629092,128459866380.74886
734,0.13772844794271005,222322667228.198
735,0.11039089375797091,277379363980.4855
736,0.23760782844268866,128868464059.08273
737,0.2553462212938616,119916228815.40332
